Bug_id, Commit Number of Functions, Commit total cyclomatic complexity, Commit total lines of code,Commit token_count,Commit parameters
280846,31.739995895752102,92.09768109993844,397.3502975579725,2737.692591832547,27.08824132977632
280632,31.735535494460404,92.08227328682807,397.3036520311859,2737.3695116947065,27.082888797702093
280087,31.732717948717948,92.0785641025641,397.29046153846156,2737.2982564102563,27.08348717948718
280823,31.7266201804758,92.0629614438064,397.22559474979494,2736.8720262510255,27.07834290401969
264256,31.67826442898076,91.92304543593941,396.6440851412198,2732.9099467867377,27.05157593123209
280695,31.66496215995091,91.88218449580691,396.4945796686439,2731.942319492739,27.040908161178155
280499,31.659100204498976,91.8644171779141,396.421063394683,2731.427607361963,27.0359918200409
280049,31.655285217746883,91.85626661214475,396.39869147413617,2731.310570435494,27.034144346759355
280000,31.6494276369583,91.83810302534751,396.3211365494685,2730.7749386753885,27.029844644317254
279849,31.64582055998365,91.83200490496628,396.30451665644796,2730.6999795626407,27.028203556100554
279641,31.642214957090314,91.8259092766653,396.28790355537393,2730.624642419289,27.026563138536986
279269,31.638610827374873,91.81981613891726,396.2710929519918,2730.54708886619,27.024923391215527
278550,31.62813967735348,91.78782928323463,396.135593220339,2729.609352664897,27.016744945885236
279123,31.624540628828093,91.78093099224174,396.1065741118824,2729.432013066558,27.016537362188647
278829,31.62094304960196,91.77403551745255,396.07756685037765,2729.2547458665035,27.016329863237395
275743,31.61591836734694,91.75673469387755,396.00244897959186,2728.7314285714288,27.01265306122449
278514,31.61627906976744,91.74561403508773,395.95716034271726,2728.3055895552834,27.009179926560588
278659,31.598369011213048,91.69459734964322,395.7400611620795,2726.820998980632,26.996738022426097
278479,31.582925835370823,91.64242053789731,395.5293398533007,2725.4290953545233,26.98084759576202
278375,31.580362599307396,91.63882664493786,395.5218985536769,2725.394785088613,26.980647789773883
278369,31.577800407331974,91.63523421588594,395.5142566191446,2725.357433808554,26.980448065173118
277966,31.570236156351793,91.60504885993485,395.37805374592836,2724.3927117263843,26.97251628664495
278091,31.55105777054516,91.54048006509358,395.1025223759154,2722.5345809601304,26.95219690805533
278243,31.54586129753915,91.52552369330893,395.03070978238765,2722.029692902176,26.947325605043726
270797,31.539853599023992,91.50813338755592,394.95628304188693,2721.517283448556,26.94245628304189
278065,31.54787558446839,91.51738158162227,395.07054279325064,2722.0709493799554,26.949786541980078
277873,31.538508433245276,91.48770575086364,394.94045925624874,2721.13716724243,26.94147530989636
277676,31.506996552423445,91.370918677753,394.5051713648347,2718.567227742851,26.901034272966942
74337,31.508718572587185,91.3639497161395,394.46593673965936,2718.2240470397405,26.90227088402271
277513,31.48885737439222,91.30915721231767,394.2447325769854,2716.6661264181525,26.88735818476499
276869,31.48288434271825,91.29127000202553,394.17500506380395,2716.1897913712783,26.882317196678144
277213,31.46205221615058,91.22890103217972,393.903056061526,2714.25561627201,26.863590366322608
277230,31.42048898767428,91.09234188724994,393.34673671448775,2710.582137805617,26.823398666397253
275932,31.416801292407108,91.0751211631664,393.2516155088853,2709.751211631664,26.820476575121162
276520,31.41490006056935,91.0672319806178,393.2083585705633,2709.4134867756916,26.81849384211589
276525,31.410375454178443,91.05268469923294,393.1445296729915,2708.948324586193,26.81388776746064
274132,31.452270433905145,91.19616548940463,393.7005045408678,2712.27507568113,26.858123107971746
248908,31.449152542372882,91.18946731234867,393.6626311541566,2711.980024213075,26.855730427764325
264804,31.434966727162735,91.15043355515225,393.4944545271224,2710.7828191167573,26.84452510586812
